filename,completed_id,initial_id,object_name,iou,matched,object_id
00220001_2024-02-28_1_4736fbdc91_processed_00034.txt,1,NA,foot,0,FALSE,NA
00220001_2024-02-28_1_4736fbdc91_processed_00034.txt,2,3,couch,0.9999711431070929,TRUE,NA
00220001_2024-02-28_1_4736fbdc91_processed_00034.txt,3,NA,foot,0,FALSE,NA
00220001_2024-02-28_1_4736fbdc91_processed_00034.txt,4,5,chair,0.9999841394756706,TRUE,NA
00220001_2024-02-28_1_4736fbdc91_processed_00034.txt,5,2,book,0.9998662291876831,TRUE,NA
00220001_2024-02-28_1_4736fbdc91_processed_00034.txt,6,NA,stuffed animal,0,FALSE,NA
00220001_2024-02-28_1_4736fbdc91_processed_00034.txt,7,NA,unicorn,0,FALSE,NA
00220001_2024-02-28_1_4736fbdc91_processed_00034.txt,8,6,picture,0.9997826931028544,TRUE,NA
00220001_2024-02-28_1_4736fbdc91_processed_00034.txt,9,1,toy,0.9999572390622713,TRUE,NA
00220001_2024-02-28_1_4736fbdc91_processed_00034.txt,10,NA,rug,0,FALSE,NA
00220001_2024-02-28_1_4736fbdc91_processed_00034.txt,NA,4,sandbox,0,FALSE,107
00220001_2024-02-28_1_4736fbdc91_processed_00246.txt,1,NA,car,0,FALSE,NA
00220001_2024-02-28_1_4736fbdc91_processed_00246.txt,2,8,person,0.8785439394106761,FALSE,NA
00220001_2024-02-28_1_4736fbdc91_processed_00246.txt,3,NA,book,0,FALSE,NA
00220001_2024-02-28_1_4736fbdc91_processed_00246.txt,4,NA,picture,0,FALSE,NA
00220001_2024-02-28_1_4736fbdc91_processed_00246.txt,5,NA,picture,0,FALSE,NA
00220001_2024-02-28_1_4736fbdc91_processed_00246.txt,6,1,stroller,0.9999825794413623,TRUE,NA
00220001_2024-02-28_1_4736fbdc91_processed_00246.txt,7,2,car,0.999745405716912,TRUE,NA
00220001_2024-02-28_1_4736fbdc91_processed_00246.txt,8,3,toy,0.9998443413851411,TRUE,NA
00220001_2024-02-28_1_4736fbdc91_processed_00246.txt,9,4,bowl,0.9998875404392679,TRUE,NA
00220001_2024-02-28_1_4736fbdc91_processed_00246.txt,10,6,book,0.9999667017473097,TRUE,NA
00220001_2024-02-28_1_4736fbdc91_processed_00246.txt,11,7,person,0.999857196750449,TRUE,NA
00220001_2024-02-28_1_4736fbdc91_processed_00246.txt,12,9,table,0.9999601936965661,TRUE,NA
00220001_2024-02-28_1_4736fbdc91_processed_00246.txt,13,10,picture,0.9996203903430955,TRUE,NA
00220001_2024-02-28_1_4736fbdc91_processed_00246.txt,14,11,book,0.9998034004821353,TRUE,NA
00220001_2024-02-28_1_4736fbdc91_processed_00246.txt,NA,5,toy,0,FALSE,140
00220001_2024-02-28_1_4736fbdc91_processed_00246.txt,NA,12,box,0,FALSE,22
00220001_2024-02-28_1_4736fbdc91_processed_00246.txt,NA,13,toy,0,FALSE,140
00220001_2024-02-28_1_4736fbdc91_processed_00293.txt,1,11,book,0.9999097221196149,TRUE,NA
00220001_2024-02-28_1_4736fbdc91_processed_00293.txt,2,12,hat,0.999919011232613,TRUE,NA
00220001_2024-02-28_1_4736fbdc91_processed_00293.txt,3,14,person,0.999884650036028,TRUE,NA
00220001_2024-02-28_1_4736fbdc91_processed_00293.txt,4,13,chair,0.9999314068573156,TRUE,NA
00220001_2024-02-28_1_4736fbdc91_processed_00293.txt,5,15,book,0.9998893330304486,TRUE,NA
00220001_2024-02-28_1_4736fbdc91_processed_00293.txt,6,16,person,0.9995899379306178,TRUE,NA
00220001_2024-02-28_1_4736fbdc91_processed_00293.txt,7,4,person,0.9842069891820763,TRUE,NA
00220001_2024-02-28_1_4736fbdc91_processed_00293.txt,8,NA,brush,0,FALSE,NA
00220001_2024-02-28_1_4736fbdc91_processed_00293.txt,9,NA,picture,0,FALSE,NA
00220001_2024-02-28_1_4736fbdc91_processed_00293.txt,10,NA,picture,0,FALSE,NA
00220001_2024-02-28_1_4736fbdc91_processed_00293.txt,11,NA,book,0,FALSE,NA
00220001_2024-02-28_1_4736fbdc91_processed_00293.txt,12,NA,tissue,0,FALSE,NA
00220001_2024-02-28_1_4736fbdc91_processed_00293.txt,13,NA,box,0,FALSE,NA
00220001_2024-02-28_1_4736fbdc91_processed_00293.txt,14,NA,table,0,FALSE,NA
00220001_2024-02-28_1_4736fbdc91_processed_00293.txt,15,NA,picture,0,FALSE,NA
00220001_2024-02-28_1_4736fbdc91_processed_00293.txt,16,NA,game controller,0,FALSE,NA
00220001_2024-02-28_1_4736fbdc91_processed_00293.txt,17,NA,game controller,0,FALSE,NA
00220001_2024-02-28_1_4736fbdc91_processed_00293.txt,18,NA,game controller,0,FALSE,NA
00220001_2024-02-28_1_4736fbdc91_processed_00293.txt,19,1,book,0.9999686999065673,TRUE,NA
00220001_2024-02-28_1_4736fbdc91_processed_00293.txt,20,2,tv,0.9999465916578055,TRUE,NA
00220001_2024-02-28_1_4736fbdc91_processed_00293.txt,21,3,clock,0.9999099754608368,TRUE,NA
00220001_2024-02-28_1_4736fbdc91_processed_00293.txt,22,5,picture,0.9998110013516323,TRUE,NA
00220001_2024-02-28_1_4736fbdc91_processed_00293.txt,23,6,person,0.9999355014000044,TRUE,NA
00220001_2024-02-28_1_4736fbdc91_processed_00293.txt,24,7,person,0.9999376664185934,TRUE,NA
00220001_2024-02-28_1_4736fbdc91_processed_00293.txt,25,8,bowl,0.9998188464200674,TRUE,NA
